AN;MOIS;PAX_Depart;PAX_Arrivee;PAX_Transit;FRP_Depart;FRP_Arrivee;NMVT_Mixte;NMVT_Cargo
2008;10;1550;1252;0;14,6;3,8;99;1
2008;10;59562;55090;770;487,6;964,1;2618;2
2008;10;672;643;402;4,2;7,8;56;0
2008;10;567;451;443;7,2;7,1;52;0
2008;10;1088;1165;1009;18,3;7,8;104;0
2008;10;998;1078;307;1,7;7,1;84;0
2008;10;595;542;232;0,8;4;76;0
2008;10;1701;1695;261;10,4;15;224;1
2008;10;837;841;52;3,2;5,9;118;2
2008;10;12192;12314;1403;10,5;34,3;630;0
2008;10;3157;3240;1803;10,2;14,8;258;0
2008;10;3960;5584;3435;5,8;13,1;399;1
2008;10;6913;5799;783;0,9;1,7;1051;0
2008;10;418;366;431;2,7;9,1;90;0
2008;10;722;912;13;2,8;4,3;56;0
2008;10;7178;8147;2892;8,8;29,8;500;0
2008;10;3187;3344;0;3,1;12,2;160;0
2008;10;5062;4937;0;8,6;27,2;227;0
2008;10;13255;13529;0;69,3;28,7;688;0
2008;10;2718;2344;0;8,2;14,3;114;0
2008;10;2371;2325;0;8,3;14,1;134;0
2008;10;16994;16559;0;89;367,6;272;0
2008;10;15282;15954;0;102,1;381,2;719;31
2008;10;1143;1157;0;0,3;30,8;225;23
2008;10;46740;51729;3456;218;904,6;1457;247
2008;10;6147;6813;0;7,3;5,7;865;55
2008;10;3103;3957;17;4,8;9,2;1375;101
2008;10;56378;62564;4152;166,3;833,9;1859;63
2008;10;3195;3381;29;0,5;5,1;1173;15
2008;10;4476;5092;2724;34;70,2;1377;13
2008;11;7935;7678;1194;20,7;139;295;0
2008;11;61686;64506;3701;689,7;1935,8;911;70
2008;11;3797;3714;25;0;3,9;182;0
2008;11;26;27;0;228,8;170;5;22
2008;11;1100;1014;0;0;0;89;1
2008;11;114249;114642;2115;357,7;444,2;3401;151
2008;11;5866;5374;0;0;0;136;0
2008;11;3269;3012;70;0;0;167;0
2008;11;1896;1869;1263;2,3;0;215;14
2008;11;10694;9732;0;40,1;19,1;409;34
2008;11;236603;237964;4767;1668,3;2770,6;5981;408
2008;11;29291;27651;0;82,2;112,8;765;69
2008;11;10065;9651;0;0;0;250;0
2008;11;966;938;0;0;0;81;0
2008;11;34022;31102;0;0;0;736;0
2008;11;1082;997;0;0;0;148;0
2008;11;3177;2857;247;0;0;279;0
2008;11;46;10;0;61;39,4;13;35
2008;11;7963;8102;555;0;0;396;0
2008;11;26795;24307;35;113,9;388,1;672;94
2008;11;4770;3094;0;0;0,3;197;0
2008;11;7632;5378;104;0;0;279;0
2008;11;27161;23335;40;80,3;320,6;634;83
2008;11;16630;16518;102;31,5;30,6;1265;36
2008;11;265911;283200;7919;1650,1;1167,8;9204;262
2008;11;2294;2125;0;0;0;174;0
2008;11;2180;2309;0;0;0;62;0
2008;11;965;814;0;0;0;78;0
2008;11;224;224;0;451,4;87,5;10;37
2008;11;11687;10730;0;0;0;164;0
2008;11;241624;249602;10528;2284,8;2155,5;6436;748
2008;11;309825;299519;676;465,7;414,8;9609;106
2008;11;12857;11670;0;0;0;276;0
2008;11;43885;41680;0;153,5;192,4;1037;32
2008;11;2532;2213;0;0;0;118;0
2008;11;92636;96746;0;0;0;1505;0
2008;11;1485;1584;0;0;0;160;0
2008;11;87;114;0;3003,6;881,2;25;136
2008;11;830;904;518;1,4;1,6;185;3
2008;11;2220;2162;41;0;0;50;0
2008;11;2151008;2193937;6507;89089,4;84071,9;38769;2872
2008;11;902388;961167;259;5763,9;1981,3;17156;24
2008;11;28571;32281;321;0;0;1308;0
2008;11;28537;28784;332;43,3;53,8;933;35
2008;11;457;321;487;0;0;78;0
2008;11;5554;5513;0;0,9;0,2;179;0
2008;11;508;1019;325;0;0;83;0
2008;11;7869;7332;0;0;0;375;0
2008;11;3326;3234;0;3,2;0;249;3
2008;11;15222;15456;151;531,7;502,3;1058;221
2008;11;1702;1594;0;0;0;117;0
2008;11;4432;4110;0;0;0;177;0
2008;11;77615;82561;4624;387;356,1;2557;92
2008;11;438;472;324;875,9;620,8;65;72
2008;11;123484;130570;676;1994,5;1132,7;3854;312
2008;11;44847;46819;1193;138,8;97,1;2269;33
2008;11;16408;14961;0;0;0;418;0
2008;11;5348;5255;0;0;0;86;0
2008;11;1135;1258;0;2,7;13,2;175;1
2008;11;705;677;0;1,7;3,4;123;2
2008;11;2078;1596;74;7,6;23,5;152;2
2008;11;48805;54148;704;429,6;813,6;2472;1
2008;11;660;677;436;4,1;6,8;50;0
2008;11;535;678;441;7,8;7,4;49;0
2008;11;976;834;791;13,5;5,1;88;0
2008;11;1120;935;475;3;6,8;104;0
2008;11;513;572;295;0,7;3,5;76;0
2008;11;1645;1653;306;7,8;13,8;206;0
2008;11;889;847;41;2,4;6,1;119;1
2008;11;11263;9091;1859;12;27,4;585;0
2008;11;2670;2431;1815;8,5;13,2;255;0
2008;11;4194;3628;3119;5,5;9,8;358;0
2008;11;5310;4694;954;0,8;2,5;1064;1
2008;11;387;418;452;2,6;8,7;88;0
2008;11;797;684;0;2,8;4,4;52;0
2008;11;7187;6047;3032;9,8;24,4;447;0
2008;11;3915;4034;0;2,7;12,2;200;0
2008;11;3656;3635;0;5,8;17,5;175;0
2008;11;15397;15400;0;67,9;29,4;791;9
2008;11;2706;2667;0;8,5;12,8;122;0
2008;11;2916;2982;0;8,6;14,7;154;0
2008;11;19391;19161;0;91,3;379;288;0
2008;11;13012;12351;0;133,2;318,6;588;31
2008;11;834;895;0;0,2;29,2;157;21
2008;11;53422;57355;2749;200,3;916,9;1457;200
2008;11;7680;7478;0;7,8;7,9;964;32
2008;11;5922;6027;10;9,1;10,3;2405;117
2008;11;63743;66306;4271;219,3;914,6;1895;64
2008;11;4031;4052;53;6,2;0;1449;6
2008;11;4311;4039;2596;31,9;73,7;1204;14
2008;12;13483;10062;1347;30,1;165,4;371;0
2008;12;80286;68789;4074;1581,9;2136,5;1086;68
2008;12;8624;4670;0;0;5,1;302;0
2008;12;62;60;0;178,5;117,6;17;16
2008;12;894;869;0;0;0;83;0
2008;12;119313;119778;1931;315,6;427,8;3326;153
2008;12;5343;5802;0;0;0;120;0
2008;12;2951;3227;31;0;0;149;0
2008;12;1934;2012;1401;0;0;224;0
2008;12;10173;10948;0;35,4;24,7;405;37
2008;12;245112;248295;5907;1637,6;2770,3;5913;431
2008;12;30120;32955;0;93,6;119,7;812;68
2008;12;10411;10501;0;0;0;337;0
2008;12;857;830;7;0;0;81;0
2008;12;32593;34113;9;0;0;733;0
2008;12;916;860;0;0;0;138;0
2008;12;2806;2848;220;0;0;273;0
2008;12;33;34;0;71,6;43,2;24;40
2008;12;6618;6942;795;0;0;333;0
2008;12;26122;27976;0;185,8;434,9;676;108
2008;12;3650;4401;0;0;0,6;206;0
2008;12;6034;7032;1;0;0;257;0
2008;12;26058;28069;0;113,6;341,8;663;67
2008;12;9493;15644;11;0;0;414;2
2008;12;16610;17087;170;32,2;29,7;1174;40
2008;12;280668;284821;7514;1230,7;1343,3;9114;278
2008;12;2236;2502;0;0;0;226;0
2008;12;23077;34902;135;0;0;524;0
2008;12;833;827;0;0;0;82;0
2008;12;48;54;0;803,5;378,2;13;63
2008;12;10961;11402;0;0;0;160;0
2008;12;251434;244018;10749;2369,1;2364,4;6376;788
2008;12;300638;308746;1316;509,7;561;9073;118
2008;12;13640;14579;0;0;0;303;0
2008;12;47099;48912;148;210,2;236,3;1118;53
2008;12;2830;2827;0;0;0;134;0
2008;12;97136;95605;0;0;0;1454;0
2008;12;916;941;7;0;0;128;0
2008;12;41;29;0;2286,7;803,7;14;117
2008;12;677;680;335;0;0;123;2
2008;12;1755;1850;0;0,1;0;40;1
2008;12;2256116;2256091;6718;84798,8;86857,6;39330;2897
2008;12;1039816;967528;86;6224,8;3325,1;17774;17
2008;12;30279;30402;158;0;0;1254;0
2008;12;29728;30987;438;55,1;69,9;960;40
2008;12;5144;5780;0;0,8;0,2;179;0
2008;12;614;612;633;0;14,5;95;0
2008;12;7869;8105;0;0;0;373;0
2008;12;3566;3324;1;0;0,4;238;1
2008;12;15383;15976;0;510,4;508,2;997;232
2008;12;1372;1324;0;0;0;96;0
2008;12;4331;4540;0;0;0;184;0
2008;12;73867;74078;4988;392,2;264,8;2452;91
2008;12;441;419;248;679,8;379,9;70;49
2008;12;124787;121506;417;1581,7;1232,1;3508;271
2008;12;50821;50020;912;160,1;128,6;2268;39
2008;12;16611;17941;87;0;0;400;0
2008;12;5175;5428;0;0;0;80;0
2008;12;1196;1197;0;3,4;20;173;2
2008;12;535;618;0;0,5;1,8;120;0
2008;12;2233;1862;0;4,4;20,2;158;0
2008;12;61205;49648;1196;474;1032,6;2602;24
2008;12;186;417;333;2,5;4,5;33;1
2008;12;722;1174;561;6,4;14,4;67;7
2008;12;836;1040;524;22,4;12,8;66;6
2008;12;288;667;256;1,9;5,2;38;2
2008;12;762;1107;920;12,2;8,8;95;0
2008;12;767;1082;428;2,4;9,8;95;0
2008;12;512;568;244;1,6;6,9;77;2
2008;12;564;459;143;2,3;11,5;84;4
2008;12;373;412;408;2,6;11,4;77;1
2008;12;1957;2390;316;11,7;20,4;237;4
2008;12;1014;1256;51;3,3;9,7;131;4
2008;12;7948;9462;1649;15,6;38,8;548;1
2008;12;2594;2993;1789;10,4;24,4;273;2
2008;12;3547;4441;3488;5,2;16,8;370;0
2008;12;4501;3944;1087;1,6;1,7;966;0
2008;12;720;601;565;2,2;16;135;1
2008;12;580;940;7;3,2;8,1;60;0
2008;12;6816;8034;3085;10;35,1;496;0
2008;12;3759;3992;0;3,9;13,9;191;0
2008;12;5054;6032;0;9;26,8;266;2
2008;12;15397;15400;0;67,9;29,4;791;9
2008;12;2706;2667;0;8,5;12,8;122;0
2008;12;2783;3188;0;10,7;14,8;150;0
2008;12;24534;17802;0;113,6;463,4;306;3
2008;12;16439;14531;0;104,7;434,9;723;43
2008;12;1037;1184;0;0,8;40,4;204;32
2008;12;65036;70994;3926;472,6;1070,9;1689;214
2008;12;8375;10052;0;11,9;7,2;1094;43
2008;12;6949;7747;0;9,6;16,4;3109;121
2008;12;80681;85130;5035;432,1;1011,7;2213;62
2008;12;2879;3718;72;0;3,9;1328;3
2008;12;3588;5169;2016;29,4;72,7;1217;29
2009;01;8989;12353;1338;27,8;123,7;382;1
2009;01;78744;89413;3086;729,3;1470,4;1199;32
2009;01;8088;11766;0;3,6;5,7;360;0
2009;01;14;4;0;272;161;5;24
2009;01;818;768;63;0;0;92;0
2009;01;107023;104017;1806;413,2;542,3;3281;164
2009;01;4075;3444;0;0;0;91;0
2009;01;3008;2718;0;0;0;138;0
2009;01;1729;1382;924;0;0;157;0
2009;01;9665;8449;97;37,1;20,7;407;34
2009;01;221398;217328;5630;1710,4;3055,7;5825;436
2009;01;26838;24971;24;79,1;118,5;748;78
2009;01;3656;3426;13;0;0;180;0
2009;01;837;783;27;0;0;89;0
2009;01;30328;26994;66;0;0;716;0
2009;01;860;849;0;0;0;168;0
2009;01;2916;2709;194;0;0;281;0
2009;01;35;37;0;60,8;38,3;9;37
2009;01;5656;5988;625;0;0;365;0
2009;01;24969;22517;159;117,2;393,2;673;104
2009;01;3961;2857;0;0;0,2;188;0
2009;01;5938;4838;1;0;0;254;0
2009;01;25208;22699;0;76,4;262,4;676;68
2009;01;38746;37300;43;0;0;887;0
2009;01;15748;15139;167;72,8;43,4;1203;45
2009;01;255773;263011;8600;1130,1;1165,7;9028;283
2009;01;2459;2166;0;0;0;272;0
2009;01;59808;57745;158;0;0;590;442
2009;01;755;642;0;0;0;86;0
2009;01;65;36;0;530,4;432,5;9;55
2009;01;10343;9462;0;0;0;160;0
2009;01;203686;213181;11144;2078,3;2013,1;6024;706
2009;01;272390;268462;1126;461;535,4;8633;76
2009;01;12314;11497;0;0;0;298;0
2009;01;42749;41275;0;205,8;201,4;1125;46
2009;01;2327;2083;15;0;0;123;0
2009;01;87108;86442;0;0;0;1557;0
2009;01;938;1056;0;0;0;124;0
2009;01;149;74;0;1145,5;798,6;17;111
2009;01;786;790;492;1,3;0;150;2
2009;01;1592;1716;0;0;0;35;0
2009;01;2043010;2050661;6913;81967;89849,3;38249;2829
2009;01;870757;937502;296;5464,8;2720,5;17167;14
2009;01;25358;27103;334;0;5,4;1234;2
2009;01;29872;26507;1285;48,5;63,4;959;37
2009;01;4482;3692;0;1,2;0,1;156;0
2009;01;652;642;862;0;0;64;0
2009;01;7587;6988;0;0;0;358;0
2009;01;3343;3193;3;0;0;264;0
2009;01;14408;13516;0;491,5;490,3;1001;235
2009;01;1456;1388;0;0;0;118;0
2009;01;4235;3782;0;0;0;178;0
2009;01;77893;72728;5187;401,3;333,8;2512;94
2009;01;452;435;345;978,8;687,2;63;78
2009;01;106651;109940;822;1287,7;1065,7;3500;280
2009;01;37637;37048;708;149,3;105,8;2154;40
2009;01;15237;14495;0;0;0;396;0
2009;01;4069;3491;2;0;0;67;0
2009;01;1074;955;0;2;13;162;0
2009;01;1809;1644;0;4,4;13,1;98;0
2009;01;41859;55131;2419;326,1;654,3;2439;0
2009;01;1088;571;535;5;6,3;66;0
2009;01;772;573;663;3,5;7,2;62;0
2009;01;899;614;641;14,7;6,2;89;0
2009;01;879;616;520;2,2;5,1;88;0
2009;01;547;467;243;0,9;5;78;0
2009;01;430;565;226;1,8;7;74;0
2009;01;2020;1676;330;5,2;11,9;216;0
2009;01;1027;846;47;2,3;6,1;126;0
2009;01;8651;6979;1938;11,2;25,4;520;0
2009;01;2583;2181;1707;6,1;13,9;280;0
2009;01;3910;2946;3118;4;14,3;332;0
2009;01;4123;3698;865;0,7;1,4;924;0
2009;01;563;671;481;2,1;7;118;0
2009;01;904;528;0;2,9;2,7;58;0
2009;01;6984;5936;2937;7;21;452;0
2009;01;4163;4022;0;2,2;8,7;236;0
2009;01;6927;6214;0;0,9;0,8;297;0
2009;01;16759;17791;0;2,4;1,3;912;0
2009;01;3114;2883;0;0,2;0,3;139;0
2009;01;3319;3333;0;0;0,8;168;0
2009;01;24530;21700;0;94,3;328,2;327;0
2009;01;13818;16549;0;98,7;309,4;688;10
2009;01;1062;938;0;2;34,6;192;3
2009;01;67027;74493;3402;208,2;832,7;1831;183
2009;01;7861;7825;0;6,3;5,8;1041;35
2009;01;9031;7250;2;9,8;10,5;2568;91
2009;01;80511;85136;3652;349,2;790,3;2137;63
2009;01;4042;3933;33;1,8;3,5;1618;21
2009;01;6741;4091;2363;27,1;53,4;1316;3
2009;02;7132;5405;922;22,7;131,8;286;2
2009;02;42903;45174;2644;564;1710,4;756;72
2009;02;2465;2465;0;1,3;4,2;132;0
2009;02;37;0;0;277,8;192,7;8;24
2009;02;949;956;0;0;0;91;0
2009;02;106154;105294;2098;388;453,1;3295;165
2009;02;4825;4560;0;0;0;97;0
2009;02;2877;2645;0;0;0;123;0
2009;02;1791;1795;1261;0;0;211;2
2009;02;10013;9506;99;36,9;23,5;415;32
2009;02;234632;237561;5529;1718,7;2913,2;5976;430
2009;02;26848;26972;0;85,5;117,7;746;74
2009;02;12148;12123;102;6,8;36,7;342;0
2009;02;863;831;52;0;0;89;0
2009;02;30815;30311;0;0;0;727;0
2009;02;873;854;0;0;0;160;0
2009;02;2689;2665;165;0;0;292;0
2009;02;5524;5581;696;0;0;365;0
2009;02;24964;24150;88;117,1;393,6;617;104
2009;02;3212;3320;99;0;0,9;176;0
2009;02;4797;4570;1;0;0;217;0
2009;02;22220;22300;55;97,4;316,6;576;87
2009;02;29883;29478;61;0;0;839;0
2009;02;15056;15245;319;34,7;66,2;1217;48
2009;02;261639;262013;9626;1170,4;1102,3;8999;242
2009;02;2486;2761;0;0;0;342;0
2009;02;49608;48718;159;0;0;516;376
2009;02;828;839;0;0;0;82;0
2009;02;60;39;0;563,5;69,5;8;37
2009;02;786;747;0;0;0;93;0
2009;02;11539;11153;0;0;0;150;0
2009;02;221488;210014;9080;2175,4;2104,8;6053;748
2009;02;270468;269325;1290;504,4;452,1;8566;77
2009;02;12095;12883;0;0;0;270;0
2009;02;39973;41744;17;166,5;184,9;1073;37
2009;02;1568;1594;0;0;0;41;0
2009;02;94311;88468;44;0;0;1417;0
2009;02;1003;984;0;0;0;151;0
2009;02;69;152;0;1448,7;851,1;10;130
2009;02;692;730;361;0,3;0;171;1
2009;02;2059;1702;0;0;0;39;0
2009;02;1942930;1862757;4332;76821,6;74796,3;35916;2685
2009;02;884941;861566;311;4793;2460,9;16467;10
2009;02;28336;26947;610;0;0;1263;0
2009;02;28220;29547;638;44,5;55;952;34
2009;02;4065;4709;0;0,6;0,4;147;0
2009;02;658;687;669;0;0;41;0
2009;02;6720;7156;0;0;0;362;0
2009;02;3139;3195;6;0;0,1;253;0
2009;02;13715;13984;0;545,9;487,6;1004;228
2009;02;1291;1364;0;0;0;107;0
2009;02;3889;4371;0;0;0,3;180;0
2009;02;77888;79608;6199;458,4;256,3;2510;96
2009;02;511;490;355;1004,1;692,5;68;80
2009;02;116237;110901;720;1438,1;950,9;3465;290
2009;02;36479;34736;772;148,5;105,5;2078;37
2009;02;14430;14705;34;0;0;367;0
2009;02;4564;4444;0;0;0;66;0
2009;02;1096;1022;0;1,3;15,1;124;0
2009;02;688;440;0;0,4;1,8;124;0
2009;02;1506;2101;0;4,2;16,2;148;0
2009;02;38750;39503;863;270;580,2;2058;0
2009;02;659;656;333;4,4;6,5;48;0
2009;02;541;483;569;2,6;6,1;50;0
2009;02;660;644;785;8,3;4,9;84;0
2009;02;791;793;264;2,4;5,9;80;0
2009;02;1442;1493;263;4,5;12,7;193;0
2009;02;680;730;47;1,4;5,4;98;0
2009;02;6705;6838;1263;9,5;22,3;419;0
2009;02;1921;1951;1498;5,8;11,7;234;0
2009;02;3106;3129;2717;5;9,3;290;0
2009;02;3814;3418;1067;0,8;1,3;852;0
2009;02;324;292;379;2,1;7,7;68;0
2009;02;715;789;29;1,9;4;58;0
2009;02;5807;5739;2813;9,4;19,1;410;0
2009;02;3362;3259;0;3,1;13,1;201;0
2009;02;5753;4368;0;6,8;30;255;0
2009;02;12796;15871;0;82,3;26,7;841;0
2009;02;3029;1979;0;9,4;14,2;137;0
2009;02;3469;2280;0;5,8;17,7;158;0
2009;02;14444;22654;0;92,3;340,2;274;0
2009;02;13027;13124;0;80,8;305,5;644;1
2009;02;899;867;0;0,5;26,8;176;0
2009;02;63226;56715;2872;223,9;612,2;1316;128
2009;02;6048;8268;0;6,2;6,2;839;18
2009;02;7439;6937;13;5,8;7,9;2336;62
2009;02;63452;53779;4342;380,8;468,4;1533;38
2009;02;3200;3574;31;54,5;45,7;1536;59
2009;02;4506;4550;2263;24,6;60,5;1207;1
2009;03;9082;9603;870;21,2;148,3;392;0
2009;03;61610;58753;3844;610,5;1995,3;964;54
2009;03;5691;5800;0;2,7;7,2;274;0
2009;03;12;7;0;262,2;185,9;16;24
2009;03;1188;1059;0;0;0;103;0
2009;03;122983;126507;2496;421,3;438,2;3763;176
2009;03;6501;7097;0;0;0;156;0
2009;03;3463;3635;0;0;0;154;0
2009;03;2067;2377;1629;0;0;249;0
2009;03;11112;11176;261;42,8;26,8;492;36
2009;03;260661;254266;5392;2023,5;3290,2;6641;491
2009;03;28734;28578;0;89,6;129;812;86
2009;03;5488;5293;103;0;0;213;0
2009;03;1083;1002;0;0;0;95;0
2009;03;35080;34808;27;0;0;854;0
2009;03;1103;1075;0;0;0;183;0
2009;03;3185;3101;203;0;0;322;0
2009;03;14;16;0;75,1;50,3;10;45
2009;03;7131;7314;1202;0;0;431;0
2009;03;29224;31464;149;111,1;400,6;753;112
2009;03;3598;3904;0;0;0,8;192;0
2009;03;5380;5864;101;0;0;235;0
2009;03;27052;27840;34;88,7;338,1;656;89
2009;03;32429;32416;54;0;0;887;0
2009;03;17509;16717;306;41,1;68,4;1294;50
2009;03;296468;292038;9223;1264,6;1297,9;10100;311
2009;03;2649;2715;0;0;0;329;0
2009;03;50846;51527;32;0;0;522;362
2009;03;926;900;0;0;0;98;0
2009;03;240;90;0;433;64,5;9;41
2009;03;12517;12518;0;0;0;178;0
2009;03;249631;267687;12122;2388,2;2311,1;6925;800
2009;03;329899;354936;1011;525,9;563,6;10804;90
2009;03;13382;13382;0;0;0;303;0
2009;03;47046;46196;0;107,2;117,6;1217;20
2009;03;1983;1841;0;0;0;38;0
2009;03;101234;103763;0;0;0;1603;0
2009;03;1247;1256;0;0;0,1;177;0
2009;03;67;60;0;1985;789;8;158
2009;03;643;770;433;0;0;183;0
2009;03;1903;2136;0;0;0;40;0
2009;03;2217991;2294773;4427;75909,7;78353,9;41661;3025
2009;03;979205;1026047;556;5379,2;3973,1;18796;14
2009;03;32194;34654;884;0;0;1407;0
2009;03;33309;31854;795;47,3;62,8;1075;37
2009;03;4512;4433;0;0,9;0,1;154;0
2009;03;873;905;632;0;0;70;0
2009;03;7525;7205;0;0;0;409;0
2009;03;3702;3642;1;1,7;0,1;297;0
2009;03;15931;15761;0;570,1;549,1;1117;252
2009;03;1676;1629;0;0;0;137;0
2009;03;4695;4587;0;0;0;203;0
2009;03;94266;91059;6648;485,6;375,6;2910;104
2009;03;577;526;395;1015;704,2;76;85
2009;03;137891;139775;1164;1497,5;1107,6;4135;332
2009;03;43901;46090;995;169,7;114,4;2472;40
2009;03;17413;17982;0;0;0;447;0
2009;03;5397;5457;0;0;0;90;0
2009;03;1246;1205;0;1,1;15,5;164;0
2009;03;1148;1081;0;3,6;22,5;124;0
2009;03;47098;42703;905;304,3;639,5;2289;0
2009;03;656;628;455;3,7;6,3;52;0
2009;03;621;636;488;4,1;6,9;52;0
2009;03;568;752;840;5,1;4,3;92;0
2009;03;850;1024;396;2,1;6,1;96;0
2009;03;416;458;216;0,9;3,7;80;0
2009;03;513;312;249;2,4;6,7;82;0
2009;03;1582;1776;273;4;10,8;210;0
2009;03;899;909;65;2,5;5,8;120;0
2009;03;7119;7717;1396;11,3;24,7;450;0
2009;03;2387;2296;1357;8,1;11,2;240;0
2009;03;3284;3618;3451;4,6;10;317;0
2009;03;4469;4033;997;0,9;1,7;966;0
2009;03;819;598;538;2,4;8;119;0
2009;03;677;843;0;2,6;5,2;54;0
2009;03;6199;6155;3305;8,3;20,5;425;0
2009;03;3182;3128;0;3,4;15,3;207;0
2009;03;3729;3709;0;9,1;33,7;220;0
2009;03;11153;11147;0;83,1;28,8;756;0
2009;03;2042;2024;0;9;16,4;129;0
2009;03;1892;1982;0;6,2;16,3;127;0
2009;03;14741;14865;0;91,3;462,2;269;2
2009;03;14018;12740;4;90,9;361,3;734;4
2009;03;884;979;0;0,2;31,8;214;1
2009;03;59236;52909;3727;520,2;656,4;1311;86
2009;03;6927;6977;0;11;8,9;840;37
2009;03;8704;7681;67;17;12,1;2651;98
2009;03;63586;61784;4659;938,1;705;1672;69
2009;03;4370;4782;60;1,8;2,4;1831;22
2009;03;5034;6352;2551;23;59,6;1412;3
2009;04;8838;7047;927;36,1;147,9;368;0
2009;04;55910;54339;4340;563,4;1871,5;890;62
2009;04;3525;3088;0;1,6;3,8;164;0
2009;04;30;32;0;234,3;166,2;11;22
2009;04;1303;1332;0;0;0;136;0
2009;04;143044;142654;2843;384,3;427,2;3857;173
2009;04;11653;11549;0;0;0;244;0
2009;04;5154;5289;0;0;0;197;0
2009;04;5927;5352;1303;0;0;279;0
2009;04;15962;14704;308;37,1;23,8;550;31
2009;04;278115;278538;5991;1726;3120,5;6462;463
2009;04;31409;32055;0;85,1;128,6;796;80
2009;04;16454;19217;70;0;0;448;0
2009;04;1866;1820;0;0;0;38;0
2009;04;999;976;0;0;0;89;0
2009;04;44324;44641;262;0;0;886;0
2009;04;1281;1251;0;0;0;221;0
2009;04;6097;6078;117;0;0;356;0
2009;04;448;156;0;64,9;48,6;12;43
2009;04;7788;7543;951;0;0;429;0
2009;04;38241;42489;182;91,9;393;950;108
2009;04;8953;10801;40;0;1,4;341;0
2009;04;10964;12591;6;0;0;428;0
2009;04;39509;42693;64;78,6;349,3;967;72
2009;04;20181;13176;47;0;0;469;0
2009;04;17608;17818;257;80,1;41,8;1300;55
2009;04;346516;335700;11950;1416,1;1357,9;10201;327
2009;04;2350;2282;0;0;0;217;0
2009;04;36317;26320;0;0;0;276;204
2009;04;977;964;0;0;0;91;0
2009;04;137;34;59;622,9;72,6;9;56
2009;04;18767;18568;0;0;0;264;0
2009;04;320515;306345;12577;2462;2385,6;7423;762
2009;04;418974;416333;1447;518,2;560,2;11860;85
2009;04;18349;19541;0;0;0;364;0
2009;04;52061;53848;1;183,8;227,1;1156;42
2009;04;3275;3134;0;0;0;74;0
2009;04;115570;109678;0;0;0;1516;0
2009;04;3181;2119;0;0;0;205;0
2009;04;200;194;0;1682,8;801,3;23;155
2009;04;767;805;445;0;0,7;180;1
2009;04;4855;4084;0;0;0;79;0
2009;04;2542393;2521561;7822;74651,5;75512,2;41768;2846
2009;04;1139182;1103191;347;6206,2;4442,4;19446;2
2009;04;49240;43023;1369;0;2,2;1463;0
2009;04;39934;40345;699;47,4;59,9;1244;37
2009;04;622;506;0;0;0;108;0
2009;04;5961;5876;0;0,7;0,2;172;0
2009;04;4863;3650;1416;0;0;186;0
2009;04;7938;8182;0;0;0;423;0
2009;04;4229;3614;54;0;0;279;2
2009;04;19251;18911;592;533,8;433,6;1071;205
2009;04;1578;1566;0;0;0;136;0
2009;04;4810;5014;0;0;0;203;0
2009;04;120282;119098;8506;401,1;297,4;3200;65
2009;04;551;579;345;945,8;665,7;76;77
2009;04;170643;158252;667;1429,8;988,8;4262;278
2009;04;807;610;51;0;0;72;0
2009;04;47923;45741;1693;145,3;114,5;2293;39
2009;04;24148;24925;0;0;0;711;0
2009;04;9002;8898;1;0;0;142;0
2009;04;1598;1277;0;2,3;12;176;0
2009;04;1336;1352;0;4,3;17,5;128;0
2009;04;47045;50874;481;325,1;589,6;2428;0
2009;04;388;286;302;1,5;2,1;34;0
2009;04;794;795;539;4;6,8;62;0
2009;04;819;736;598;3,1;5,9;63;0
2009;04;440;391;292;1;2,6;30;0
2009;04;1051;901;897;3,6;3,3;90;0
2009;04;1261;1117;432;2,3;6,6;108;0
2009;04;578;528;225;1,3;3,8;78;0
2009;04;330;556;146;1,6;6,6;71;0
2009;04;1866;1618;251;4,6;10,4;209;0
2009;04;1047;955;45;2;5;130;0
2009;04;8544;8366;1866;11,3;26,1;524;0
2009;04;2901;2986;1676;6,3;14,4;270;0
2009;04;4323;3971;3330;4,5;12,7;372;0
2009;04;4819;4352;1350;0,9;1,4;949;0
2009;04;411;633;368;1,8;7,3;109;0
2009;04;989;805;1;2,2;4,2;60;0
2009;04;7560;7821;2655;7,9;21,5;464;0
2009;04;3159;3238;0;2,5;15,6;166;0
2009;04;4958;4826;0;7,2;30;256;0
2009;04;13673;13453;0;76,2;30,4;804;0
2009;04;2501;2688;0;11,6;14,5;147;0
2009;04;2496;2553;0;7,8;14,4;156;0
2009;04;16247;16108;235;134,8;468,2;294;0
2009;04;16611;15889;99;102,7;318,7;585;3
2009;04;1125;1130;0;0,5;30,5;192;0
2009;04;65558;64707;4267;546,2;834,9;1488;88
2009;04;8461;10241;0;8;9,2;1026;25
2009;04;7566;7285;39;6,1;8,5;2265;72
2009;04;78602;76892;4160;1469,2;790,2;1935;76
2009;04;4202;4032;144;2,8;6,5;1669;38
2009;04;5410;5008;2020;20,6;50,4;1122;1
2009;05;10165;9607;1193;39,9;144,5;344;0
2009;05;70196;62567;3469;580,6;1938,3;1013;48
2009;05;5727;5469;0;2,6;5,5;260;0
2009;05;28;36;0;214,7;144,6;9;20
2009;05;1243;1214;0;0;0;123;0
2009;05;146248;150019;4355;309,4;293,9;3860;145
2009;05;14628;16162;0;0;0;368;0
2009;05;6555;7660;0;0;0;231;0
