AN;MOIS;PAX_Depart;PAX_Arrivee;PAX_Transit;FRP_Depart;FRP_Arrivee;NMVT_Mixte;NMVT_Cargo
1999;07;1757;1570;596;268,9;255,4;276;40
1999;07;5317;5418;113;67;82,7;451;42
1999;07;202673;202972;10042;955,9;2399;6399;480
1999;07;23669;25378;13;63,3;79,6;751;39
1999;07;30456;32790;64;0,4;6,3;610;0
1999;07;678;655;10;0;0;98;0
1999;07;1666;1877;0;0;0;107;0
1999;07;1202;1317;243;0;0;175;0
1999;07;36851;41433;2;19,5;29;932;0
1999;07;1007;962;0;0;0;179;0
1999;07;3826;4164;195;0,8;0;292;0
1999;07;211;66;37;68,6;77;10;41
1999;07;17824;14925;1107;144,3;137,1;864;83
1999;07;696;688;13;0;0;117;0
1999;07;46361;58740;788;93,2;566,6;1492;160
1999;07;21100;26010;0;0,2;8,6;722;0
1999;07;23190;29866;7;0;0;735;0
1999;07;64744;77970;644;101;607,5;1670;114
1999;07;1056;1045;71;0,3;0,2;138;1
1999;07;38977;38908;4482;88,8;103,1;3226;40
1999;07;281478;226499;8040;1790,3;1364,4;9611;782
1999;07;3143;3325;2;0,1;0;228;0
1999;07;7575;8326;0;8,3;3,4;307;0
1999;07;689;745;0;0;0;98;0
1999;07;7870;8226;0;2;0,8;787;0
1999;07;5603;7030;119;0;0;276;0
1999;07;289470;266498;8121;2187,5;2251,3;7256;477
1999;07;449594;458579;6795;1011,1;790,5;19216;107
1999;07;24615;29839;0;9,8;49,7;545;0
1999;07;75602;80644;971;553,8;621,9;2243;123
1999;07;4124;4702;0;0,9;0,7;204;0
1999;07;5927;6496;15;0;0;227;0
1999;07;21077;20278;0;3,4;5,3;424;0
1999;07;3381;3373;2600;0,1;0,1;891;0
1999;07;1519;1356;0;0;0,4;375;0
1999;07;2252899;1975856;12826;66433,9;52938,1;39482;2853
1999;07;1283327;1077869;1321;10468,4;6688,6;20921;14
1999;07;1390;1520;0;9,8;2,2;111;0
1999;07;56171;48594;448;93,6;136;2156;20
1999;07;30623;32915;46;100,6;113,7;1208;40
1999;07;521;532;563;0;0;130;0
1999;07;3146;3597;0;1,4;0;321;0
1999;07;750;877;265;8;26,5;98;2
1999;07;10914;11904;0;1,1;14,3;552;0
1999;07;4590;4703;1400;5,5;0,3;597;11
1999;07;16197;16903;236;261,6;232,4;1694;112
1999;07;2581;2715;0;1,5;0;108;0
1999;07;7332;8139;0;2,9;1,8;208;0
1999;07;85071;84354;7760;453,3;516,8;3413;213
1999;07;725;703;0;0;0;228;4
1999;07;98;91;1;332,4;224;22;39
1999;07;190218;169784;3725;3315,6;2825;9027;200
1999;07;1241;1101;54;0;0,6;205;0
1999;07;95909;87967;0;303,2;182,8;3932;44
1999;07;37274;41794;0;16,9;90,8;1071;0
1999;07;11557;12759;0;4,1;41,1;275;0
1999;07;1108;1149;0;0;0;462;0
1999;07;1787;1610;0;2,6;22,8;231;0
1999;07;871;996;547;4,4;17,8;80;0
1999;07;70034;66659;1148;349,5;533,1;3975;0
1999;07;763;641;268;4;7,7;55;0
1999;07;802;802;292;2,6;7,7;62;0
1999;07;642;690;370;15,2;6,7;60;0
1999;07;462;540;75;1,9;9;42;0
1999;07;1207;1195;155;1,4;8,5;106;0
1999;07;2079;2094;22;9;15,8;184;0
1999;07;524;444;0;1,5;3,2;86;0
1999;07;10721;11157;1327;5,8;22,2;580;0
1999;07;989;1035;0;0;0;218;0
1999;07;3714;4103;1943;5,1;20,9;350;0
1999;07;5119;5330;5004;2,9;9;394;0
1999;07;13112;12807;2054;0,8;0,4;2312;0
1999;07;812;770;261;3,4;7,6;92;0
1999;07;572;582;0;1,1;3,6;44;0
1999;07;7153;7202;3586;9,4;21,7;486;0
1999;07;3792;3857;0;3,8;15,3;348;0
1999;07;4730;4864;412;4,6;31,3;402;0
1999;07;12476;12230;0;84;15,7;1106;0
1999;07;2553;2680;64;5,5;21,2;225;0
1999;07;2419;2364;109;4,4;17,6;202;0
1999;07;13100;14238;1;92,6;354,5;247;8
1999;07;26734;20788;807;243,3;330,6;1264;72
1999;07;958;957;0;0,7;22,8;203;36
1999;07;1496;1766;0;0,2;10,5;307;13
1999;07;76055;86520;5206;499,9;998,5;2597;321
1999;07;6598;6652;69;7,1;11,6;891;0
1999;07;6806;7106;347;0,8;23,8;2066;0
1999;07;834;1073;0;0,1;0,3;174;0
1999;07;85265;94869;11983;300,2;1030,4;3186;210
1999;07;4560;4435;9;90;16;2045;74
1999;07;5457;6083;1650;27,5;68,7;1663;21
1999;08;7008;4513;1523;20,1;69,6;167;8
1999;08;81595;79472;0;814,5;1513,7;1255;44
1999;08;2868;3746;0;0;0;112;0
1999;08;634;600;0;0;0;131;0
1999;08;120556;119229;4045;746,2;866,9;3412;242
1999;08;757;770;668;0;0;196;0
1999;08;2733;2470;0;0;0;193;0
1999;08;1211;943;382;248,3;226,9;167;45
1999;08;3172;2974;287;62,2;74,2;261;42
1999;08;175149;173720;10584;894,6;2383,5;5538;506
1999;08;19791;18696;0;67,3;60,7;565;43
1999;08;30986;30490;236;0,3;5,7;562;0
1999;08;1476;1353;0;0;0;111;0
1999;08;981;928;86;0;0;140;0
1999;08;40060;37671;2;17,6;24,1;881;0
1999;08;3725;3203;57;0,8;0;145;0
1999;08;154;292;110;61,9;66,1;8;44
1999;08;12636;14715;1014;127,9;113,3;618;86
1999;08;63405;51953;725;92,2;561,3;1562;177
1999;08;26870;23219;0;0,1;11;702;0
1999;08;33461;29469;12;0;0;800;2
1999;08;85516;73524;533;113,9;569,7;1943;106
1999;08;900;774;7;0,4;0,2;134;0
1999;08;21845;21205;2901;78,3;94,2;1513;41
1999;08;223581;255453;6554;1391,1;1249,3;8336;808
1999;08;2221;2253;0;0;0;175;0
1999;08;3899;4087;0;8,8;1,2;148;0
1999;08;4440;4588;0;0,6;0,5;282;0
1999;08;8401;8423;256;0;0;277;0
1999;08;253415;270196;9433;2289,4;2341;6929;608
1999;08;460923;444080;8379;935,8;815,9;18542;114
1999;08;30041;26436;0;7,8;50,5;463;0
1999;08;59660;55062;713;389,4;402,7;1696;97
1999;08;4648;4415;0;0,8;1,1;215;0
1999;08;5528;5103;0;0;0;215;0
1999;08;20633;21653;0;56,7;4,1;420;0
1999;08;1664;1628;1322;0;0;421;0
1999;08;629;632;0;0,2;0;90;0
1999;08;2085507;2151830;19728;60348;48624,2;39719;2792
1999;08;1031451;1152370;3232;9636,7;6147,5;18926;13
1999;08;1639;1655;0;6,8;0;112;0
1999;08;45976;51768;402;47,1;6,4;1740;6
1999;08;28220;26712;25;81,7;98,3;1077;42
1999;08;546;484;505;0;0;129;0
1999;08;4273;4374;0;1,1;0;322;0
1999;08;1411;1641;1432;6;20;368;4
1999;08;11757;11076;0;1,2;13;572;0
1999;08;3434;3544;1113;1,4;0,3;369;6
1999;08;13852;13740;187;246,1;219,8;1167;109
1999;08;2434;2122;0;1,4;0;112;0
1999;08;8261;7598;0;3,6;2,7;215;0
1999;08;79135;81621;6823;414,8;425,7;2953;218
1999;08;747;669;0;0;0;243;0
1999;08;27;30;0;461,6;245,8;15;44
1999;08;156816;182682;4560;2725,2;2346;8544;208
1999;08;506;526;54;0;0;86;0
1999;08;71768;78302;0;254;146,9;3255;44
1999;08;40479;36358;0;21,3;48,7;969;0
1999;08;19401;18439;67;54,3;72,9;582;10
1999;08;1146;922;0;0;0;410;0
1999;08;1912;1782;0;2,4;17,5;264;0
1999;08;1005;879;560;4,7;17,5;80;0
1999;08;66558;75058;695;312,3;616,9;3897;0
1999;08;839;672;261;3,6;8;48;0
1999;08;751;717;300;5,4;6,3;48;0
1999;08;698;500;279;15,2;4,9;48;0
1999;08;600;402;73;3;7,8;40;0
1999;08;1304;1292;248;1,6;9,2;104;0
1999;08;443;428;143;3,2;4;50;0
1999;08;339;279;361;0,6;7,8;46;0
1999;08;2132;2023;18;8,4;13,1;176;0
1999;08;528;494;0;1,2;4,2;80;0
1999;08;12418;11361;1304;5,8;20,5;586;0
1999;08;1212;1126;0;0;0;249;0
1999;08;4687;4017;1726;6,7;16,7;336;0
1999;08;5730;5443;4612;2,4;9,4;396;0
1999;08;14316;13754;1652;0,6;0,3;2213;0
1999;08;725;903;279;3,7;11,5;110;0
1999;08;633;547;0;1,6;4;44;0
1999;08;7155;7105;3519;6,7;22,4;466;0
1999;08;4413;4466;0;3;14,4;350;0
1999;08;4400;5175;615;5;34,6;384;0
1999;08;14606;12834;0;84,8;16;1114;0
1999;08;2716;3387;81;5,4;21,6;231;0
1999;08;2285;2563;170;5,4;16;207;0
1999;08;17829;14327;13;127,9;371,2;248;10
1999;08;21891;27149;684;242,5;339,4;1161;70
1999;08;983;965;0;0,1;26,5;161;43
1999;08;2322;2052;0;0,3;10,5;264;5
1999;08;481;445;0;0,1;13,1;79;18
1999;08;89836;83630;5729;515,6;807,5;2677;342
1999;08;7995;7514;103;9,1;13,1;1046;0
1999;08;7656;7012;316;0,8;19,9;2241;0
1999;08;908;986;0;0,1;0,2;172;0
1999;08;98098;90839;10104;315,8;827;3379;161
1999;08;5068;4221;50;37,6;8,3;1821;27
1999;08;5131;4358;1421;22,3;45,7;1518;2
1999;09;5538;6154;1018;12,9;69,5;174;8
1999;09;51249;53996;1264;656;1643,1;791;60
1999;09;1203;1190;0;0;0;60;0
1999;09;1314;1231;0;0;0;173;1
1999;09;136321;135213;2937;795,1;983,9;3985;262
1999;09;777;679;237;0;0;159;0
1999;09;3031;2858;0;0;0;295;0
1999;09;1981;2278;636;289,1;260,2;354;45
1999;09;6619;6542;309;73,6;83,2;481;43
1999;09;216240;218123;8070;1081,4;3117,6;6862;539
1999;09;26833;25300;0;68,1;59,9;836;42
1999;09;40831;41977;130;1,1;0,4;720;0
1999;09;711;637;48;0;0;102;0
1999;09;1957;1925;0;0;0;133;0
1999;09;1443;1281;211;0;0;194;0
1999;09;39494;36541;26;20,6;32,4;895;1
1999;09;909;794;0;0;0;195;0
1999;09;4098;3631;248;0,7;0;329;0
1999;09;68;66;0;77,4;79,7;19;44
1999;09;14770;16834;1029;162,2;157,5;949;91
1999;09;756;715;10;0,3;0;113;0
1999;09;44827;35989;1025;104,5;507;1229;123
1999;09;18745;15240;321;0;8,1;520;0
1999;09;18269;13586;113;0;0;462;0
1999;09;63699;53804;335;111;546,3;1409;115
1999;09;1144;1147;2;0,1;0,2;157;0
1999;09;39813;39751;3868;90,3;114,1;3270;42
1999;09;230889;262553;6860;1936,6;1443,5;9751;841
1999;09;509;503;0;0;0;90;0
1999;09;3678;3624;0;0,2;0;274;0
1999;09;8505;9224;0;9,8;3;310;0
1999;09;1005;912;0;0;0;114;0
1999;09;162;152;0;59;14,8;44;2
1999;09;7364;7307;0;1,5;0,5;709;0
1999;09;7500;6738;161;0;0;273;0
1999;09;260022;282130;7491;2402;2408,8;7298;591
1999;09;422840;411925;6468;973,9;849,8;18073;104
1999;09;22119;19210;0;8,2;27,5;436;0
1999;09;75444;72908;991;591,6;582;2184;131
1999;09;3539;3242;0;0,8;0,3;188;0
1999;09;6353;6034;0;0;0;222;0
1999;09;16885;17727;0;21,8;5,8;403;0
1999;09;4379;4226;3048;0;0;946;0
1999;09;1408;1494;0;0;0;292;2
1999;09;472;555;4;0;0;135;0
1999;09;1924967;2045365;16260;65093,7;52929;37641;2993
1999;09;1043683;1167474;1345;10019,3;6331,2;21167;26
1999;09;1870;1909;0;3,8;0;121;0
1999;09;49481;54398;144;98,3;84,8;2255;16
1999;09;32416;30960;382;91,5;106,3;1139;44
1999;09;955;1020;155;0;0;118;6
1999;09;3297;3257;5;1;0,2;310;0
1999;09;793;670;9;3,5;0;108;2
1999;09;9448;8733;0;1,2;3,8;524;0
1999;09;4806;4637;898;2,7;1;522;10
1999;09;18369;18152;490;277,1;286;1824;99
1999;09;2704;2432;0;1,5;0;113;0
1999;09;6781;6176;90;2,2;0,5;200;0
1999;09;85984;86723;4776;583,8;543,8;3450;224
1999;09;739;635;14;0;0;275;0
1999;09;146;139;0;567,6;388,6;41;52
1999;09;171122;175471;3021;3043;2304,6;8677;205
1999;09;873;1067;39;0;0;216;0
1999;09;679;691;0;0;2,5;132;5
1999;09;101350;107541;0;318,8;176;3950;45
1999;09;31979;29401;0;26,6;40,9;884;0
1999;09;11620;11123;9;5,1;19,3;259;0
1999;09;1596;1721;0;2,7;22,3;245;0
1999;09;547;544;0;0,8;2,5;94;0
1999;09;1267;1281;364;4,5;15,4;126;0
1999;09;53995;54659;1257;282;603,6;3565;0
1999;09;364;389;302;2,1;6,3;36;0
1999;09;312;334;275;4,2;5,6;38;0
1999;09;237;216;285;21,9;6,7;40;0
1999;09;927;951;267;1,3;8,2;84;0
1999;09;1087;1125;9;9;13,7;127;0
1999;09;9853;9877;884;5;23,5;480;0
1999;09;680;735;0;0;0;162;0
1999;09;2533;2576;1292;9,4;14,3;240;0
1999;09;4227;4181;4190;2,8;8,7;332;0
1999;09;13912;13618;1536;1,1;0,5;2369;0
1999;09;342;441;200;3,5;14;71;0
1999;09;4552;4486;3473;7,5;19,9;354;0
1999;09;3678;3615;0;3,6;15,1;300;0
1999;09;5792;4866;499;6,9;30,6;390;0
1999;09;12444;14442;0;78,3;18,9;1084;0
1999;09;3269;2519;97;7,3;18,7;229;0
1999;09;2621;2375;236;3,8;15,5;192;0
1999;09;14246;15957;10;99,7;325,9;224;8
1999;09;15997;18571;560;198;327,4;984;55
1999;09;920;922;0;0,5;46,7;164;41
1999;09;1655;1385;0;0,6;13,8;168;4
1999;09;52931;39230;3931;444,4;884,6;1869;335
1999;09;4114;4033;73;10,2;15;681;0
1999;09;3815;3513;235;1,4;18,3;1291;0
1999;09;555;593;0;0,2;0,5;160;0
1999;09;62517;47077;12049;327,5;990,2;2436;234
1999;09;4535;4608;10;12,4;9,8;2055;56
1999;09;5244;5156;1694;34,9;76,8;1492;8
1999;10;3661;3428;1497;16,2;89,3;164;12
1999;10;54861;59343;1464;621,3;1630,5;905;59
1999;10;2087;1512;0;0;0;76;0
1999;10;1321;1378;0;0;0;174;0
1999;10;127451;124803;3444;664,1;869,1;3930;257
1999;10;773;743;231;0;0;155;0
1999;10;2632;2506;65;0;0;262;0
1999;10;1873;1716;652;276,8;285,9;311;48
1999;10;5529;5670;120;68,4;76,7;461;39
1999;10;218169;217977;7842;1167,5;2887,3;6826;512
1999;10;27022;27068;228;74,5;75,9;853;43
1999;10;17064;13492;0;0,6;1,1;338;0
1999;10;660;686;12;0;0;90;0
1999;10;1821;1936;0;0;0;123;0
1999;10;1318;1394;273;0;0;187;0
1999;10;33888;33291;4;19,2;18,7;888;0
1999;10;748;691;0;0;0;173;0
1999;10;3497;3732;88;0,9;0;192;0
1999;10;218;221;2;59;56,6;25;41
1999;10;11514;12330;313;122,5;131,4;854;91
1999;10;856;855;21;0,3;0;114;0
1999;10;31679;29179;871;98,3;474,9;1048;105
1999;10;9138;7292;44;0,2;12,8;382;0
1999;10;8997;7721;6;0;0;297;0
1999;10;37444;32092;1;90,5;483,5;1072;112
1999;10;1134;1312;0;0,1;0,2;151;0
1999;10;38358;38169;2851;75,4;94,6;3158;41
1999;10;220761;220505;6956;1719,2;1403,9;9477;835
1999;10;536;469;0;0;0;78;0
1999;10;3388;3475;2;0;0;225;0
1999;10;8545;9199;75;7,4;3,7;275;0
1999;10;795;799;0;0;0;95;0
1999;10;7129;7259;0;0,5;1,3;517;0
1999;10;6292;5682;175;0;0;257;0
1999;10;257095;254359;7958;2375,3;2381;7229;573
1999;10;389830;370316;5185;1098,9;922,3;17875;79
1999;10;18701;18632;0;9;12,3;424;0
1999;10;67121;65262;531;525,8;553,4;2165;125
1999;10;3155;3215;0;0,9;1;192;0
1999;10;5684;5571;0;0;0;210;0
1999;10;19877;18263;0;25,8;23,4;396;0
1999;10;3810;3902;2690;0;0;965;0
1999;10;1308;1255;0;3;0;261;1
1999;10;578;596;30;0,6;0;118;2
1999;10;2011555;1912500;14637;72492,8;58687,4;37942;3105
1999;10;1037222;1014780;1117;8408;4044,2;20273;21
1999;10;38711;42894;340;62,8;13;2055;21
1999;10;29391;30036;250;84,2;103,7;1083;41
1999;10;590;618;0;0;0;94;0
1999;10;3051;2697;0;1,5;0;295;0
1999;10;647;713;4;0;7;108;0
1999;10;8572;8473;0;0,6;7,7;436;0
1999;10;3323;3657;886;2,9;2,8;476;8
1999;10;16970;16789;543;237,1;205,6;1790;106
1999;10;2573;2435;32;1,2;0;115;0
1999;10;6595;6726;121;1,7;2,5;223;0
1999;10;69794;72229;4934;586,6;480,7;3348;221
1999;10;869;859;46;0;0;322;0
1999;10;130;134;0;560,6;329,8;39;54
1999;10;168542;182908;2758;3854,9;3075,7;8655;216
1999;10;838;1043;17;0;0;150;0
1999;10;535;514;0;0,3;0,5;115;4
1999;10;101296;102093;0;292,9;187,7;3870;43
1999;10;606;791;0;0;0;905;0
1999;10;26354;25757;0;24,7;26,2;708;0
1999;10;13707;14245;4;6;15,8;304;0
1999;10;1329;1308;0;4,5;24,1;242;0
1999;10;1026;958;728;5,7;17,7;98;0
1999;10;69846;71674;1241;334,6;702,9;4007;0
1999;10;698;655;359;3,1;5,4;46;0
1999;10;648;673;330;5,8;5,8;45;0
1999;10;535;527;372;21,2;8,1;52;0
1999;10;417;421;95;4,2;9,2;40;0
1999;10;1128;1089;268;1,6;9,6;102;0
1999;10;1662;1593;7;10;13,5;166;0
1999;10;13709;11463;1148;6,4;24,3;598;0
1999;10;964;901;0;0;0;202;0
1999;10;3362;3291;1769;14;20,8;336;0
1999;10;5303;6296;4975;3,7;13;448;0
1999;10;14754;14331;1832;0,6;0,5;2402;0
1999;10;419;394;206;4,4;11;65;0
1999;10;601;597;10;1,5;3,7;46;0
1999;10;6777;6829;3824;9,3;23,7;462;0
1999;10;4338;4509;0;6,4;17,1;359;0
1999;10;4819;4866;505;7,4;33;336;0
1999;10;13783;13495;0;87,8;25,5;1120;0
1999;10;2889;3071;74;8,2;21,9;201;0
1999;10;2343;2273;121;5,8;16,9;179;0
1999;10;12921;13536;100;75,8;356,3;207;8
1999;10;16047;16232;596;173;449,9;924;16
1999;10;803;742;0;0,1;25;134;8
1999;10;1293;1545;0;0,2;12,6;148;2
1999;10;45060;48774;3799;368,6;976,5;1932;330
1999;10;3608;3773;65;3,1;15;625;0
1999;10;3550;4817;183;1,1;25;1424;0
1999;10;588;735;0;0,1;0;158;0
1999;10;49458;53795;12810;237,9;957,5;2369;144
1999;10;3886;3823;45;89,8;24,3;1232;43
1999;10;5233;5602;1726;32,6;70,6;1639;1
1999;11;4049;3713;1318;17,4;85,7;161;10
1999;11;59420;65014;1819;793,8;1777;992;78
1999;11;1741;2204;0;0;0;96;0
1999;11;1069;1030;19;0;0;144;0
1999;11;109418;109483;2786;495,7;681,4;3729;226
1999;11;731;670;293;0;0;156;0
1999;11;2123;2100;0;0;0;220;0
1999;11;1676;1696;462;254,6;216,8;295;37
1999;11;5376;5303;36;63,2;62,3;419;37
1999;11;200648;199705;7195;1053,3;2591,9;6455;401
1999;11;25844;24456;168;69,2;51,8;792;37
1999;11;2706;2532;0;0,3;0,4;70;0
1999;11;624;568;26;0;0;79;0
1999;11;1670;1575;0;0;0;115;0
1999;11;29248;27354;0;19,2;20,4;810;0
1999;11;947;849;0;0;0;153;0
1999;11;3339;3269;50;0,7;0,2;166;0
1999;11;69;94;0;84,7;51,8;18;37
1999;11;10000;11755;90;115,2;97,7;767;74
1999;11;743;681;31;0,1;0;112;0
1999;11;25612;23290;0;113,5;438,6;756;102
1999;11;3840;2591;0;0;4,8;167;0
1999;11;5867;4723;2;0;0;239;0
1999;11;25311;22248;0;53,4;355,3;736;76
1999;11;797;800;1;0,2;0,2;134;0
1999;11;35977;35510;3296;64,1;78,1;3085;35
1999;11;188964;198724;5670;1773,6;1280,2;8602;714
1999;11;3179;3250;0;0,2;0;174;0
1999;11;8059;7993;1;5,5;1,2;271;0
1999;11;793;740;0;0;0;99;0
1999;11;257;177;0;251,7;6,9;43;3
1999;11;5638;5517;0;0,3;0,9;248;0
1999;11;3834;3554;100;0;0;209;0
1999;11;229353;233619;7472;2329,9;2151,3;6533;508
1999;11;301497;289612;3042;867,7;663,2;14933;47
1999;11;16903;16443;51;5,9;7,3;377;0
1999;11;65639;64751;276;202,3;259,9;2004;37
1999;11;2995;2834;0;0,9;0,5;157;0
1999;11;4827;4523;0;0;0;193;0
1999;11;10934;11347;0;33,8;8,6;308;4
1999;11;3231;3282;2052;0;0,1;939;0
1999;11;1208;1223;0;0,7;1,5;306;0
1999;11;1704213;1719770;18030;67828;56258,2;36280;3068
1999;11;944860;981174;1331;7116,9;3834,5;19204;18
1999;11;31223;33964;882;15,6;8,7;1863;12
1999;11;28379;28645;0;82,5;83,8;1061;37
1999;11;592;579;0;0;0;92;0
1999;11;2367;2279;0;2,1;0;190;0
1999;11;8284;7695;0;1,3;3,5;388;0
1999;11;2773;2707;638;1,6;1,1;397;10
1999;11;15448;14832;0;250,6;207,8;1618;100
1999;11;2517;2334;0;0,4;0;107;0
1999;11;5353;5089;0;1,6;1,5;181;0
1999;11;55391;57449;6873;592,1;369,7;2925;193
1999;11;678;707;37;0;0;302;0
1999;11;36;42;0;535,8;309,1;14;46
1999;11;129423;137878;2136;3879,9;2860,4;8035;225
1999;11;955;1067;11;0,3;0;139;0
1999;11;524;558;0;0;0;127;0
1999;11;1041;1104;0;0;0;33;0
1999;11;89667;91795;0;243,9;162;3453;37
1999;11;24627;23024;0;26,1;18,1;659;0
1999;11;12558;11686;0;3,7;8,7;310;0
1999;11;480;522;0;0;0;170;0
1999;11;1433;1424;0;3,7;25,5;256;0
1999;11;1207;1095;470;4,5;16,9;87;0
1999;11;53157;54289;1623;302,5;681,7;3298;0
1999;11;414;387;313;2,7;6,5;40;0
1999;11;434;392;303;4,9;5,2;41;0
1999;11;748;783;324;1,8;9,8;92;0
1999;11;1026;1060;9;7,8;12,2;121;0
1999;11;9501;9147;1034;4,7;21,6;488;0
1999;11;667;637;0;0;0;141;0
1999;11;2317;2252;1240;13,8;14,4;248;0
1999;11;4146;4044;4503;3,4;9,5;374;0
1999;11;12584;11805;1060;0,8;0,4;2036;0
1999;11;459;474;178;4,5;10,9;82;0
1999;11;506;472;0;1,3;3,3;40;0
1999;11;5311;5036;3018;9,1;20,8;366;0
1999;11;4890;4815;0;5,4;21,9;348;0
1999;11;4733;4677;559;7,6;30,7;352;0
1999;11;13628;13620;0;83,4;22,7;1053;0
1999;11;2450;2422;220;7,5;16,2;185;0
1999;11;2301;2392;152;5,1;16,1;192;0
1999;11;14860;14649;44;82,8;386;214;8
1999;11;16397;16505;547;146,2;347,2;859;62
1999;11;626;713;0;0,5;40,1;119;43
1999;11;1594;1551;0;1,3;11,9;128;2
1999;11;55270;61040;4503;352,9;987,7;2205;317
1999;11;3371;4100;0;10,3;25,3;668;30
1999;11;6025;6253;196;0,6;17,4;2037;0
1999;11;960;811;0;0,1;0;172;0
1999;11;64624;67567;12874;204,4;1092,9;2522;199
1999;11;4274;3936;15;30,2;33,4;1776;49
1999;11;5218;4871;1883;53,7;88,2;1493;15
1999;12;5072;3894;1062;21,9;101,1;170;12
1999;12;67835;54715;1183;889;1341;1038;87
1999;12;2884;1987;0;0;0;106;0
1999;12;1167;1158;153;0;0;163;0
1999;12;105988;107616;4747;710,7;720;3547;265
1999;12;732;763;205;0;0;153;0
1999;12;2238;2172;0;0;0;218;0
1999;12;1391;1327;676;245,3;256,7;260;42
1999;12;5140;5212;685;46,8;51;449;28
1999;12;199735;203868;6770;1179,9;2845,4;6350;460
1999;12;24748;25904;981;69,1;56,8;820;41
1999;12;3047;3734;1886;0;0,5;102;0
1999;12;539;503;12;0;0;72;0
1999;12;1594;1758;0;0;0;113;0
1999;12;27109;30388;179;19,2;22,7;820;0
1999;12;1026;874;0;0;0;157;3
1999;12;3668;3870;63;0,9;0,2;179;0
1999;12;10;11;0;76,4;53,9;13;37
1999;12;9484;9725;12;105,3;118,1;730;86
1999;12;716;857;91;0,4;0;116;0
1999;12;20599;22851;320;124,8;378,7;709;79
1999;12;2854;3436;0;0;5,4;169;0
1999;12;5844;6893;5;5;5;257;2
1999;12;20351;23686;0;34,6;452,4;691;72
1999;12;2240;3579;2;0,3;0,4;245;0
1999;12;34804;34927;4053;67,7;93,1;3094;36
1999;12;192499;198147;6544;1608,7;1429,2;8623;665
1999;12;3502;3777;0;0,1;0;197;0
1999;12;9249;11489;592;7,8;5;390;1
1999;12;833;832;0;0;0;106;0
1999;12;46;134;2098;69,8;0,2;70;2
1999;12;4825;5636;0;0,1;0,7;213;0
1999;12;3412;4251;457;0;0;246;0
1999;12;223295;216823;9527;2622;2818;6645;575
1999;12;275357;284372;4480;891,9;746,2;13656;50
1999;12;18246;19213;189;7;5,6;407;0
1999;12;66823;67083;281;217;306,2;2035;73
1999;12;2333;2454;0;0,7;0,2;131;0
1999;12;5110;4937;80;0;0;193;0
1999;12;10122;10874;112;25,7;14;302;2
1999;12;2725;2682;2193;0,3;0,6;851;0
1999;12;1489;1041;0;1,8;0;307;0
1999;12;281;408;329;0;0;92;0
1999;12;1502366;1557055;10981;62127,2;56179,7;34880;3188
1999;12;968868;942225;1108;7951;5676,1;19060;25
1999;12;28020;27737;2030;48,6;10,7;1787;43
1999;12;27099;26507;2712;78,1;85,7;1063;35
1999;12;529;500;0;0;0;107;0
1999;12;2205;2611;4;1,2;0;182;0
1999;12;7757;8281;0;0,7;5,2;372;0
1999;12;2766;2818;816;1,8;0,5;377;8
1999;12;16540;16906;0;234,6;245,8;1713;109
1999;12;2496;2440;0;0,5;0;108;0
1999;12;5860;6194;0;1,6;2;198;0
1999;12;53397;54130;9502;730,3;382;2911;262
1999;12;659;692;25;0;0;267;0
1999;12;17;23;0;525,7;319,6;8;48
1999;12;116874;110626;1943;3406,1;2754,6;7538;222
1999;12;711;703;2;0;0,1;128;0
1999;12;88932;86333;0;213,3;183,2;3305;44
1999;12;25798;27915;0;16,4;18,2;690;0
1999;12;11216;11605;3623;1,2;7,8;371;1
1999;12;1379;1391;0;4,5;30,2;250;0
1999;12;472;732;0;0,7;2;112;0
1999;12;1612;1419;419;3,9;16,1;138;0
1999;12;62545;58276;1142;373;850,6;3661;0
1999;12;561;913;371;3,4;9,9;62;0
1999;12;806;1023;222;3,7;9,8;60;0
1999;12;348;545;326;17,5;7,1;54;0
1999;12;524;655;67;3,8;13,1;48;0
1999;12;893;730;179;1,9;8,9;94;0
1999;12;485;420;185;3,1;5,5;60;0
1999;12;1631;2520;59;12,6;26,7;208;0
1999;12;446;518;9;2,2;4,9;78;0
1999;12;7049;8116;1352;7;33,6;500;0
1999;12;586;674;0;0;0;158;0
1999;12;2803;2845;1436;10,2;22,1;306;0
1999;12;3589;4177;4397;4,3;15,4;406;0
1999;12;11813;11766;1328;1,1;0,8;2067;0
1999;12;990;672;307;5,8;12,9;124;0
1999;12;389;658;0;2,2;8,4;44;0
1999;12;5701;6542;2669;11,1;33,3;436;0
1999;12;3776;3755;0;7,8;20,9;284;0
1999;12;3476;3858;370;6,3;29,2;321;0
1999;12;10175;9621;0;74,4;22,5;905;0
1999;12;1295;1367;18;6,1;13,3;141;0
1999;12;1167;1215;56;2,6;10,8;125;0
1999;12;16591;13233;14;126,1;492,9;222;14
1999;12;22493;16626;785;194,3;529,9;1041;98
1999;12;1082;1185;0;0,7;47,7;158;59
1999;12;1465;2585;0;2;18,7;189;21
1999;12;67501;72897;5200;594,6;1330,3;2533;366
1999;12;3693;4341;0;13,8;26,9;674;49
1999;12;5890;8067;241;2,6;31,2;2225;0
1999;12;885;997;0;0,2;0;174;0
1999;12;84139;86869;14358;375,9;1436,3;3041;258
1999;12;3011;3695;3;17;21,7;1247;53
1999;12;5115;5657;1488;31,5;78,5;1570;10
